Reviews,First Name,Last Name,Avg Difficulty,Avg Rating,Department,Comment,Difficulty Rating,Grade,Clarity Rating,Rating Tags
128,Michael,Brent,2.4,2.1,Computer Science,doesnt know how to teach; wierd notations; never completed a single proof completely; teaches with a set of notes in his hand. still looses it.,5,,1,
129,Michael,Brent,2.4,2.1,Computer Science,"Absolutely horrible. Attempts at teaching concepts that require clear notation but cannot keep his variables straight. Grades on a three point system, which is transparently designed for ease of grade assignments rather than fairness. The course's saving grace happens to often be Michael's saving grace during lecture, and that is the TA (Robert).",2,,1,
130,Michael,Brent,2.4,2.1,Computer Science,"Lectures aren't well prepared. He uses other professor's lecture notes to give lectures without studying them himself ahead of time, and gives wrong information in class all the time. Just a bad teacher in general.",1,,2,
131,Dennis,Cosgrove,2.6,4.5,Computer Science,"Breaks concepts down in a way that is easy to grasp, his use of metaphors is unmatched",1,A,5,Amazing lectures --Inspirational--Caring
132,Dennis,Cosgrove,2.6,4.5,Computer Science,"Prof Cosgrove is one of those professors who makes WashU what it is. Your grade is based on the completion of a number of coding tasks (all of which have the unit tests provided). He cares about you as a student and human. Don't be deterred if the first 2 weeks are hard, it gets better. JUST TAKE A CLASS FROM THIS AMAZING MAN ALREADY!!",2,A+,5,Clear grading criteria--Caring--Respected
133,Dennis,Cosgrove,2.6,4.5,Computer Science,"One of the few CS professors here that you can tell truly cares about the stuff he teaches. Genuinely enthusiastic about the course. Had actual discussions and took feedback from students. 

231S is also the best CS course. Easy yet informative. Take it if you can.",1,A+,5,Amazing lectures --Caring--Respected
134,Dennis,Cosgrove,2.6,4.5,Computer Science,Professor Cosgrove really cares about his students and you can tell he is passionate about teaching as well as constantly improving his course material. Labs and studios are relatively easy and instructions are well-documented. He is also very accessible and is willing to spend lots of time even outside of class time.,3,A+,5,Accessible outside class--Caring
135,Dennis,Cosgrove,2.6,4.5,Computer Science,Terrible,5,,1,Tough grader--Lecture heavy--Graded by few things
136,Dennis,Cosgrove,2.6,4.5,Computer Science,"Treats teaching like he's teaching computers. Does not have any regard for student welfare or quality of life in his class, and his system is fundamentally flawed.",2,A,2,
137,Dennis,Cosgrove,2.6,4.5,Computer Science,"One of the most enthusiastic and engaging professors I've had for CS at WashU. This class is really interesting and Cosgrove is so dedicated to his students -- he's even willing to hop on Zoom to help provide advice on assignments in the evening. Overall, such a nice, understanding, and helpful professor. Would love to take more classes with him.",2,A+,5,Accessible outside class--Clear grading criteria--Caring
138,Dennis,Cosgrove,2.6,4.5,Computer Science,"This professor is an actual gem within the CS department- smart and caring. He's never afraid to break down the material in an understandable way, or try to put it in a way for you to understand. His class was very difficult when I took it because it was a very new course, but I learned a lot and I found it 100% worth it. Get ready to work.",3,B,5,Gives good feedback--Respected--Participation matters
139,Dennis,Cosgrove,2.6,4.5,Computer Science,"Cosgrove is a great professor and a great person - he genuinely cares about the success of the students and, for example, will actively modify course structures to accommodate the needs of the students. But he's also a bit awkward, and can struggle when it comes to handling individual student disciple/extra-academic issues.",3,A+,4,Gives good feedback--ACCESSIBLE OUTSIDE CLASS--Caring
140,Dennis,Cosgrove,2.6,4.5,Computer Science,really cares about students understanding the material and will go over it with you as many times as it takes for you to get it. Very nice and caring and respectful. Easy class overall and you learned about as much as you put into this class. The class was being taught for the first time so understandably there were many flaws,2,,5,Gives good feedback--ACCESSIBLE OUTSIDE CLASS--Caring
141,Dennis,Cosgrove,2.6,4.5,Computer Science,He really goes out of his way to help students and obviously puts in tons of work to build the programs needed for the class. The best CS professor I've had at WashU.,2,,5,Inspirational--ACCESSIBLE OUTSIDE CLASS--Caring
142,Dennis,Cosgrove,2.6,4.5,Computer Science,"Professor Cosgrove obviously cares a lot about the course he teaches and the students in it. He often goes out of his way to help students so that the course would be accessible to everyone. CSE231 is a new class as of fall 2016, so there are some polishing to do further on, but I would say he is the best professor I have had so far.",4,,5,Gives good feedback--Caring--ACCESSIBLE OUTSIDE CLASS
143,Jeremy,Buhler,3.7,3.8,Computer Science,347 is the worst,5,C+,1,Skip class? You won't pass.--Tough grader--Lots of homework
144,Jeremy,Buhler,3.7,3.8,Computer Science,"This semester's Prof. Buhler is perfect in 541T and last semester on 347. During COVID, he is very accommodating and caring, holds very interactive class sessions, gives very nice feedbacks, and gives very interesting lecture videos. His only con was poor handwriting, which gets avoided from this semester. You learn a lot from him, a thinker.",4,,5,Gives good feedback--Participation matters--Inspirational
145,Jeremy,Buhler,3.7,3.8,Computer Science,Grading scale seems really inconsistent and he is not at all accommodating of students issues; class is super hard and the only support is super crowded TA hours.,5,,1,
146,Jeremy,Buhler,3.7,3.8,Computer Science,Lectures very clear and helpful. Exams challenging but interesting.,3,A+,5,Gives good feedback--Respected--Caring
147,Jeremy,Buhler,3.7,3.8,Computer Science,"Honestly just feels like he doesn't care about students and receives a lot more joy from getting to take points away from students than seeing them succeed. Terrible lecturer, decent slides, understood nothing from him talking, most things from the slides when he didn't use 500 slides to make a simple point.",5,,1,
148,Jeremy,Buhler,3.7,3.8,Computer Science,"Great Professor for Algorithms, in both teaching and research. Received lots of help from Piazza and lectures.",3,,5,Inspirational
149,Jeremy,Buhler,3.7,3.8,Computer Science,This class might be one of the worst I've taken at WashU. They are getting rid of this class and replacing it with a 500 level class which we have been told is supposed to be the same difficulty. About 50% of students dropped this class. The midterm was a failing average.,4,B,1,Tough Grader--TEST HEAVY--GRADED BY FEW THINGS
150,Jeremy,Buhler,3.7,3.8,Computer Science,"You really need to be on top of your game throughout to really ace this class. To rephrase, it is a matter of time, as to when you start feeling lost. Easier material  tough exams and homework Tough material  pretty straightforward (but still tough) Extra credit is up to 4 points on 100 where you need to correct around 25 solutions/point",5,C+,4,LOTS OF HOMEWORK--EXTRA CREDIT--LECTURE HEAVY
151,Jeremy,Buhler,3.7,3.8,Computer Science,"I have had the opportunity to take two classes with Dr. Buhler.  He has high expectations and often teaches classes that would be demanding despite those, but if you put in the effort you will leave the class impressed with what you managed to learn in a semester.  If you're expecting to coast through 584 or 541, I must urge caution.",5,A,5,Skip class? You won't pass.--ACCESSIBLE OUTSIDE CLASS
152,Jeremy,Buhler,3.7,3.8,Computer Science,"Buhler is a basic professor who is out to prove a point. If you really want to learn the concepts, take an online Algorithms course, or just read CLRS by yourself.  You'll learn more and get your money's worth. 541T is not worth the tuition cost or time. If you do take it, be sure to cheat on HW. Everyone else does.",5,B-,1,Tough Grader
153,Jeremy,Buhler,3.7,3.8,Computer Science,"The best teacher ever, you can learn so much from his course, he can always explain difficult things in simple words,  and he is hilarious and passionate. Love his class.",1,A+,5,
154,Jeremy,Buhler,3.7,3.8,Computer Science,"If you think logically and have a good math/proof based background, Dr. Buhler's explanations will make a lot of sense. Otherwise, you may have trouble understanding him. However, he is helpful if you have questions, and is willing to listen to student feedback.",3,,5,
